,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
2,0021700266,1610612747,Lakers,LAL,Los Angeles,240:00,0.596,0.192,0.174,0.093,0.612,0.165,0.173,0.333,1610612758,Kings,SAC,Sacramento,240:00,0.612,0.165,0.173,0.238,0.596,0.192,0.174,0.163
1,0021700263,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.289,0.161,0.25,0.475,0.225,0.214,0.208,1610612744,Warriors,GSW,Golden State,240:00,0.475,0.225,0.214,0.146,0.5,0.289,0.161,0.327
2,0021700263,1610612744,Warriors,GSW,Golden State,240:00,0.475,0.225,0.214,0.146,0.5,0.289,0.161,0.327,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.289,0.161,0.25,0.475,0.225,0.214,0.208
1,0021700262,1610612759,Spurs,SAS,San Antonio,240:00,0.432,0.17,0.156,0.148,0.525,0.296,0.159,0.256,1610612740,Pelicans,NOP,New Orleans,240:00,0.525,0.296,0.159,0.163,0.432,0.17,0.156,0.222
2,0021700262,1610612740,Pelicans,NOP,New Orleans,240:00,0.525,0.296,0.159,0.163,0.432,0.17,0.156,0.222,1610612759,Spurs,SAS,San Antonio,240:00,0.432,0.17,0.156,0.148,0.525,0.296,0.159,0.256
1,0021700261,1610612753,Magic,ORL,Orlando,240:00,0.571,0.242,0.138,0.146,0.506,0.517,0.076,0.235,1610612750,Timberwolves,MIN,Minnesota,240:00,0.506,0.517,0.076,0.196,0.571,0.242,0.138,0.271
2,0021700261,1610612750,Timberwolves,MIN,Minnesota,240:00,0.506,0.517,0.076,0.196,0.571,0.242,0.138,0.271,1610612753,Magic,ORL,Orlando,240:00,0.571,0.242,0.138,0.146,0.506,0.517,0.076,0.235
1,0021700260,1610612763,Grizzlies,MEM,Memphis,240:00,0.5,0.173,0.173,0.133,0.478,0.176,0.078,0.123,1610612742,Mavericks,DAL,Dallas,240:00,0.478,0.176,0.078,0.07,0.5,0.173,0.173,0.156
2,0021700260,1610612742,Mavericks,DAL,Dallas,240:00,0.478,0.176,0.078,0.07,0.5,0.173,0.173,0.156,1610612763,Grizzlies,MEM,Memphis,240:00,0.5,0.173,0.173,0.133,0.478,0.176,0.078,0.123
1,0021700259,1610612745,Rockets,HOU,Houston,240:00,0.659,0.28,0.176,0.2,0.46,0.264,0.204,0.316,1610612743,Nuggets,DEN,Denver,240:00,0.46,0.264,0.204,0.263,0.659,0.28,0.176,0.225
2,0021700259,1610612743,Nuggets,DEN,Denver,240:00,0.46,0.264,0.204,0.263,0.659,0.28,0.176,0.225,1610612745,Rockets,HOU,Houston,240:00,0.659,0.28,0.176,0.2,0.46,0.264,0.204,0.316
1,0021700256,1610612746,Clippers,LAC,LA,240:00,0.678,0.25,0.178,0.167,0.542,0.181,0.157,0.318,1610612737,Hawks,ATL,Atlanta,240:00,0.542,0.181,0.157,0.205,0.678,0.25,0.178,0.25
2,0021700256,1610612737,Hawks,ATL,Atlanta,240:00,0.542,0.181,0.157,0.205,0.678,0.25,0.178,0.25,1610612746,Clippers,LAC,LA,240:00,0.678,0.25,0.178,0.167,0.542,0.181,0.157,0.318
1,0021700255,1610612757,Trail Blazers,POR,Portland,240:00,0.376,0.27,0.161,0.172,0.494,0.189,0.172,0.255,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.189,0.172,0.2,0.376,0.27,0.161,0.234
2,0021700255,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.189,0.172,0.2,0.376,0.27,0.161,0.234,1610612757,Trail Blazers,POR,Portland,240:00,0.376,0.27,0.161,0.172,0.494,0.189,0.172,0.255
1,0021700254,1610612739,Cavaliers,CLE,Cleveland,240:00,0.61,0.329,0.1,0.093,0.605,0.198,0.192,0.22,1610612751,Nets,BKN,Brooklyn,240:00,0.605,0.198,0.192,0.195,0.61,0.329,0.1,0.14
2,0021700254,1610612751,Nets,BKN,Brooklyn,240:00,0.605,0.198,0.192,0.195,0.61,0.329,0.1,0.14,1610612739,Cavaliers,CLE,Cleveland,240:00,0.61,0.329,0.1,0.093,0.605,0.198,0.192,0.22
1,0021700264,1610612756,Suns,PHX,Phoenix,265:00,0.435,0.355,0.253,0.373,0.474,0.32,0.133,0.263,1610612749,Bucks,MIL,Milwaukee,265:00,0.474,0.32,0.133,0.228,0.435,0.355,0.253,0.458
2,0021700264,1610612749,Bucks,MIL,Milwaukee,265:00,0.474,0.32,0.133,0.228,0.435,0.355,0.253,0.458,1610612756,Suns,PHX,Phoenix,265:00,0.435,0.355,0.253,0.373,0.474,0.32,0.133,0.263
1,0021700257,1610612748,Heat,MIA,Miami,240:00,0.556,0.198,0.165,0.167,0.47,0.321,0.11,0.222,1610612738,Celtics,BOS,Boston,240:00,0.47,0.321,0.11,0.13,0.556,0.198,0.165,0.214
2,0021700257,1610612738,Celtics,BOS,Boston,240:00,0.47,0.321,0.11,0.13,0.556,0.198,0.165,0.214,1610612748,Heat,MIA,Miami,240:00,0.556,0.198,0.165,0.167,0.47,0.321,0.11,0.222
1,0021700265,1610612762,Jazz,UTA,Utah,240:00,0.547,0.221,0.075,0.17,0.404,0.256,0.169,0.235,1610612741,Bulls,CHI,Chicago,240:00,0.404,0.256,0.169,0.157,0.547,0.221,0.075,0.255
2,0021700265,1610612741,Bulls,CHI,Chicago,240:00,0.404,0.256,0.169,0.157,0.547,0.221,0.075,0.255,1610612762,Jazz,UTA,Utah,240:00,0.547,0.221,0.075,0.17,0.404,0.256,0.169,0.235
1,0021700253,1610612764,Wizards,WAS,Washington,265:00,0.54,0.222,0.115,0.167,0.527,0.44,0.113,0.294,1610612766,Hornets,CHA,Charlotte,265:00,0.527,0.44,0.113,0.275,0.54,0.222,0.115,0.241
2,0021700253,1610612766,Hornets,CHA,Charlotte,265:00,0.527,0.44,0.113,0.275,0.54,0.222,0.115,0.241,1610612764,Wizards,WAS,Washington,265:00,0.54,0.222,0.115,0.167,0.527,0.44,0.113,0.294
1,0021700252,1610612747,Lakers,LAL,Los Angeles,240:00,0.472,0.278,0.136,0.214,0.441,0.17,0.14,0.279,1610612741,Bulls,CHI,Chicago,240:00,0.441,0.17,0.14,0.246,0.472,0.278,0.136,0.232
2,0021700252,1610612741,Bulls,CHI,Chicago,240:00,0.441,0.17,0.14,0.246,0.472,0.278,0.136,0.232,1610612747,Lakers,LAL,Los Angeles,240:00,0.472,0.278,0.136,0.214,0.441,0.17,0.14,0.279
1,0021700247,1610612764,Wizards,WAS,Washington,240:00,0.588,0.23,0.197,0.211,0.468,0.241,0.109,0.167,1610612749,Bucks,MIL,Milwaukee,240:00,0.468,0.241,0.109,0.125,0.588,0.23,0.197,0.289
2,0021700247,1610612749,Bucks,MIL,Milwaukee,240:00,0.468,0.241,0.109,0.125,0.588,0.23,0.197,0.289,1610612764,Wizards,WAS,Washington,240:00,0.588,0.23,0.197,0.211,0.468,0.241,0.109,0.167
1,0021700248,1610612760,Thunder,OKC,Oklahoma City,240:00,0.489,0.292,0.133,0.167,0.556,0.4,0.179,0.214,1610612740,Pelicans,NOP,New Orleans,240:00,0.556,0.4,0.179,0.167,0.489,0.292,0.133,0.204
2,0021700248,1610612740,Pelicans,NOP,New Orleans,240:00,0.556,0.4,0.179,0.167,0.489,0.292,0.133,0.204,1610612760,Thunder,OKC,Oklahoma City,240:00,0.489,0.292,0.133,0.167,0.556,0.4,0.179,0.214
1,0021700242,1610612765,Pistons,DET,Detroit,240:00,0.526,0.169,0.156,0.152,0.625,0.213,0.12,0.237,1610612739,Cavaliers,CLE,Cleveland,240:00,0.625,0.213,0.12,0.184,0.526,0.169,0.156,0.196
2,0021700242,1610612739,Cavaliers,CLE,Cleveland,240:00,0.625,0.213,0.12,0.184,0.526,0.169,0.156,0.196,1610612765,Pistons,DET,Detroit,240:00,0.526,0.169,0.156,0.152,0.625,0.213,0.12,0.237
1,0021700241,1610612750,Timberwolves,MIN,Minnesota,240:00,0.444,0.289,0.107,0.182,0.559,0.341,0.164,0.333,1610612766,Hornets,CHA,Charlotte,240:00,0.559,0.341,0.164,0.229,0.444,0.289,0.107,0.218
2,0021700241,1610612766,Hornets,CHA,Charlotte,240:00,0.559,0.341,0.164,0.229,0.444,0.289,0.107,0.218,1610612750,Timberwolves,MIN,Minnesota,240:00,0.444,0.289,0.107,0.182,0.559,0.341,0.164,0.333
1,0021700243,1610612753,Magic,ORL,Orlando,240:00,0.494,0.274,0.209,0.204,0.461,0.326,0.122,0.218,1610612754,Pacers,IND,Indiana,240:00,0.461,0.326,0.122,0.145,0.494,0.274,0.209,0.241
2,0021700243,1610612754,Pacers,IND,Indiana,240:00,0.461,0.326,0.122,0.145,0.494,0.274,0.209,0.241,1610612753,Magic,ORL,Orlando,240:00,0.494,0.274,0.209,0.204,0.461,0.326,0.122,0.218
1,0021700244,1610612762,Jazz,UTA,Utah,240:00,0.406,0.224,0.139,0.125,0.541,0.259,0.189,0.295,1610612755,76ers,PHI,Philadelphia,240:00,0.541,0.259,0.189,0.205,0.406,0.224,0.139,0.143
2,0021700244,1610612755,76ers,PHI,Philadelphia,240:00,0.541,0.259,0.189,0.205,0.406,0.224,0.139,0.143,1610612762,Jazz,UTA,Utah,240:00,0.406,0.224,0.139,0.125,0.541,0.259,0.189,0.295
1,0021700249,1610612742,Mavericks,DAL,Dallas,265:00,0.443,0.208,0.102,0.136,0.53,0.31,0.158,0.143,1610612738,Celtics,BOS,Boston,265:00,0.53,0.31,0.158,0.102,0.443,0.208,0.102,0.136
2,0021700249,1610612738,Celtics,BOS,Boston,265:00,0.53,0.31,0.158,0.102,0.443,0.208,0.102,0.136,1610612742,Mavericks,DAL,Dallas,265:00,0.443,0.208,0.102,0.136,0.53,0.31,0.158,0.143
1,0021700246,1610612757,Trail Blazers,POR,Portland,240:00,0.434,0.386,0.172,0.288,0.43,0.267,0.081,0.14,1610612763,Grizzlies,MEM,Memphis,240:00,0.43,0.267,0.081,0.088,0.434,0.386,0.172,0.385
2,0021700246,1610612763,Grizzlies,MEM,Memphis,240:00,0.43,0.267,0.081,0.088,0.434,0.386,0.172,0.385,1610612757,Trail Blazers,POR,Portland,240:00,0.434,0.386,0.172,0.288,0.43,0.267,0.081,0.14
1,0021700250,1610612759,Spurs,SAS,San Antonio,240:00,0.506,0.067,0.188,0.286,0.482,0.094,0.159,0.212,1610612737,Hawks,ATL,Atlanta,240:00,0.482,0.094,0.159,0.173,0.506,0.067,0.188,0.347
2,0021700250,1610612737,Hawks,ATL,Atlanta,240:00,0.482,0.094,0.159,0.173,0.506,0.067,0.188,0.347,1610612759,Spurs,SAS,San Antonio,240:00,0.506,0.067,0.188,0.286,0.482,0.094,0.159,0.212
1,0021700245,1610612752,Knicks,NYK,New York,240:00,0.512,0.309,0.22,0.304,0.438,0.263,0.217,0.259,1610612746,Clippers,LAC,LA,240:00,0.438,0.263,0.217,0.185,0.512,0.309,0.22,0.413
2,0021700245,1610612746,Clippers,LAC,LA,240:00,0.438,0.263,0.217,0.185,0.512,0.309,0.22,0.413,1610612752,Knicks,NYK,New York,240:00,0.512,0.309,0.22,0.304,0.438,0.263,0.217,0.259
1,0021700251,1610612758,Kings,SAC,Sacramento,240:00,0.523,0.105,0.133,0.109,0.576,0.233,0.148,0.348,1610612743,Nuggets,DEN,Denver,240:00,0.576,0.233,0.148,0.304,0.523,0.105,0.133,0.196
2,0021700251,1610612743,Nuggets,DEN,Denver,240:00,0.576,0.233,0.148,0.304,0.523,0.105,0.133,0.196,1610612758,Kings,SAC,Sacramento,240:00,0.523,0.105,0.133,0.109,0.576,0.233,0.148,0.348
1,0021700240,1610612747,Lakers,LAL,Los Angeles,240:00,0.59,0.16,0.138,0.255,0.506,0.417,0.195,0.377,1610612743,Nuggets,DEN,Denver,240:00,0.506,0.417,0.195,0.321,0.59,0.16,0.138,0.373
2,0021700240,1610612743,Nuggets,DEN,Denver,240:00,0.506,0.417,0.195,0.321,0.59,0.16,0.138,0.373,1610612747,Lakers,LAL,Los Angeles,240:00,0.59,0.16,0.138,0.255,0.506,0.417,0.195,0.377
1,0021700239,1610612756,Suns,PHX,Phoenix,240:00,0.545,0.247,0.118,0.191,0.475,0.139,0.12,0.29,1610612741,Bulls,CHI,Chicago,240:00,0.475,0.139,0.12,0.194,0.545,0.247,0.118,0.213
2,0021700239,1610612741,Bulls,CHI,Chicago,240:00,0.475,0.139,0.12,0.194,0.545,0.247,0.118,0.213,1610612756,Suns,PHX,Phoenix,240:00,0.545,0.247,0.118,0.191,0.475,0.139,0.12,0.29
1,0021700235,1610612748,Heat,MIA,Miami,240:00,0.5,0.169,0.168,0.204,0.665,0.094,0.15,0.265,1610612754,Pacers,IND,Indiana,240:00,0.665,0.094,0.15,0.265,0.5,0.169,0.168,0.306
2,0021700235,1610612754,Pacers,IND,Indiana,240:00,0.665,0.094,0.15,0.265,0.5,0.169,0.168,0.306,1610612748,Heat,MIA,Miami,240:00,0.5,0.169,0.168,0.204,0.665,0.094,0.15,0.265
1,0021700236,1610612744,Warriors,GSW,Golden State,240:00,0.567,0.256,0.137,0.122,0.442,0.411,0.116,0.246,1610612751,Nets,BKN,Brooklyn,240:00,0.442,0.411,0.116,0.188,0.567,0.256,0.137,0.184
2,0021700236,1610612751,Nets,BKN,Brooklyn,240:00,0.442,0.411,0.116,0.188,0.567,0.256,0.137,0.184,1610612744,Warriors,GSW,Golden State,240:00,0.567,0.256,0.137,0.122,0.442,0.411,0.116,0.246
1,0021700238,1610612750,Timberwolves,MIN,Minnesota,240:00,0.545,0.231,0.208,0.146,0.518,0.241,0.19,0.292,1610612765,Pistons,DET,Detroit,240:00,0.518,0.241,0.19,0.229,0.545,0.231,0.208,0.268
2,0021700238,1610612765,Pistons,DET,Detroit,240:00,0.518,0.241,0.19,0.229,0.545,0.231,0.208,0.268,1610612750,Timberwolves,MIN,Minnesota,240:00,0.545,0.231,0.208,0.146,0.518,0.241,0.19,0.292
1,0021700237,1610612764,Wizards,WAS,Washington,240:00,0.488,0.259,0.145,0.151,0.5,0.156,0.086,0.288,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.156,0.086,0.212,0.488,0.259,0.145,0.283
2,0021700237,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.156,0.086,0.212,0.488,0.259,0.145,0.283,1610612764,Wizards,WAS,Washington,240:00,0.488,0.259,0.145,0.151,0.5,0.156,0.086,0.288
1,0021700234,1610612758,Kings,SAC,Sacramento,240:00,0.427,0.202,0.111,0.161,0.614,0.3,0.195,0.147,1610612757,Trail Blazers,POR,Portland,240:00,0.614,0.3,0.195,0.147,0.427,0.202,0.111,0.25
2,0021700234,1610612757,Trail Blazers,POR,Portland,240:00,0.614,0.3,0.195,0.147,0.427,0.202,0.111,0.25,1610612758,Kings,SAC,Sacramento,240:00,0.427,0.202,0.111,0.161,0.614,0.3,0.195,0.147
1,0021700233,1610612749,Bucks,MIL,Milwaukee,240:00,0.419,0.419,0.131,0.148,0.601,0.241,0.175,0.279,1610612742,Mavericks,DAL,Dallas,240:00,0.601,0.241,0.175,0.163,0.419,0.419,0.131,0.148
2,0021700233,1610612742,Mavericks,DAL,Dallas,240:00,0.601,0.241,0.175,0.163,0.419,0.419,0.131,0.148,1610612749,Bucks,MIL,Milwaukee,240:00,0.419,0.419,0.131,0.148,0.601,0.241,0.175,0.279
1,0021700230,1610612738,Celtics,BOS,Boston,240:00,0.573,0.244,0.155,0.2,0.532,0.256,0.148,0.209,1610612737,Hawks,ATL,Atlanta,240:00,0.532,0.256,0.148,0.14,0.573,0.244,0.155,0.289
2,0021700230,1610612737,Hawks,ATL,Atlanta,240:00,0.532,0.256,0.148,0.14,0.573,0.244,0.155,0.289,1610612738,Celtics,BOS,Boston,240:00,0.573,0.244,0.155,0.2,0.532,0.256,0.148,0.209
1,0021700229,1610612762,Jazz,UTA,Utah,240:00,0.551,0.184,0.107,0.275,0.432,0.284,0.166,0.2,1610612753,Magic,ORL,Orlando,240:00,0.432,0.284,0.166,0.2,0.551,0.184,0.107,0.314
2,0021700229,1610612753,Magic,ORL,Orlando,240:00,0.432,0.284,0.166,0.2,0.551,0.184,0.107,0.314,1610612762,Jazz,UTA,Utah,240:00,0.551,0.184,0.107,0.275,0.432,0.284,0.166,0.2
1,0021700228,1610612746,Clippers,LAC,LA,240:00,0.446,0.229,0.142,0.132,0.454,0.333,0.08,0.25,1610612766,Hornets,CHA,Charlotte,240:00,0.454,0.333,0.08,0.143,0.446,0.229,0.142,0.208
2,0021700228,1610612766,Hornets,CHA,Charlotte,240:00,0.454,0.333,0.08,0.143,0.446,0.229,0.142,0.208,1610612746,Clippers,LAC,LA,240:00,0.446,0.229,0.142,0.132,0.454,0.333,0.08,0.25
1,0021700231,1610612755,76ers,PHI,Philadelphia,240:00,0.536,0.165,0.106,0.212,0.588,0.22,0.128,0.302,1610612744,Warriors,GSW,Golden State,240:00,0.588,0.22,0.128,0.256,0.536,0.165,0.106,0.25
2,0021700231,1610612744,Warriors,GSW,Golden State,240:00,0.588,0.22,0.128,0.256,0.536,0.165,0.106,0.25,1610612755,76ers,PHI,Philadelphia,240:00,0.536,0.165,0.106,0.212,0.588,0.22,0.128,0.302
1,0021700232,1610612763,Grizzlies,MEM,Memphis,240:00,0.401,0.221,0.141,0.263,0.564,0.269,0.17,0.261,1610612745,Rockets,HOU,Houston,240:00,0.564,0.269,0.17,0.196,0.401,0.221,0.141,0.316
2,0021700232,1610612745,Rockets,HOU,Houston,240:00,0.564,0.269,0.17,0.196,0.401,0.221,0.141,0.316,1610612763,Grizzlies,MEM,Memphis,240:00,0.401,0.221,0.141,0.263,0.564,0.269,0.17,0.261
1,0021700221,1610612761,Raptors,TOR,Toronto,240:00,0.622,0.141,0.131,0.086,0.379,0.187,0.106,0.306,1610612752,Knicks,NYK,New York,240:00,0.379,0.187,0.106,0.226,0.622,0.141,0.131,0.143
2,0021700221,1610612752,Knicks,NYK,New York,240:00,0.379,0.187,0.106,0.226,0.622,0.141,0.131,0.143,1610612761,Raptors,TOR,Toronto,240:00,0.622,0.141,0.131,0.086,0.379,0.187,0.106,0.306
1,0021700224,1610612750,Timberwolves,MIN,Minnesota,240:00,0.542,0.274,0.107,0.234,0.419,0.198,0.118,0.273,1610612742,Mavericks,DAL,Dallas,240:00,0.419,0.198,0.118,0.2,0.542,0.274,0.107,0.298
2,0021700224,1610612742,Mavericks,DAL,Dallas,240:00,0.419,0.198,0.118,0.2,0.542,0.274,0.107,0.298,1610612750,Timberwolves,MIN,Minnesota,240:00,0.542,0.274,0.107,0.234,0.419,0.198,0.118,0.273
1,0021700225,1610612758,Kings,SAC,Sacramento,240:00,0.447,0.176,0.14,0.235,0.414,0.198,0.189,0.327,1610612757,Trail Blazers,POR,Portland,240:00,0.414,0.198,0.189,0.212,0.447,0.176,0.14,0.294
2,0021700225,1610612757,Trail Blazers,POR,Portland,240:00,0.414,0.198,0.189,0.212,0.447,0.176,0.14,0.294,1610612758,Kings,SAC,Sacramento,240:00,0.447,0.176,0.14,0.235,0.414,0.198,0.189,0.327
1,0021700226,1610612740,Pelicans,NOP,New Orleans,240:00,0.593,0.11,0.129,0.174,0.73,0.236,0.15,0.405,1610612743,Nuggets,DEN,Denver,240:00,0.73,0.236,0.15,0.351,0.593,0.11,0.129,0.217
2,0021700226,1610612743,Nuggets,DEN,Denver,240:00,0.73,0.236,0.15,0.351,0.593,0.11,0.129,0.217,1610612740,Pelicans,NOP,New Orleans,240:00,0.593,0.11,0.129,0.174,0.73,0.236,0.15,0.405
1,0021700227,1610612756,Suns,PHX,Phoenix,240:00,0.529,0.184,0.12,0.158,0.533,0.264,0.17,0.229,1610612747,Lakers,LAL,Los Angeles,240:00,0.533,0.264,0.17,0.188,0.529,0.184,0.12,0.246
2,0021700227,1610612747,Lakers,LAL,Los Angeles,240:00,0.533,0.264,0.17,0.188,0.529,0.184,0.12,0.246,1610612756,Suns,PHX,Phoenix,240:00,0.529,0.184,0.12,0.158,0.533,0.264,0.17,0.229
1,0021700218,1610612764,Wizards,WAS,Washington,240:00,0.44,0.19,0.125,0.132,0.47,0.217,0.156,0.222,1610612748,Heat,MIA,Miami,240:00,0.47,0.217,0.156,0.185,0.44,0.19,0.125,0.189
2,0021700218,1610612748,Heat,MIA,Miami,240:00,0.47,0.217,0.156,0.185,0.44,0.19,0.125,0.189,1610612764,Wizards,WAS,Washington,240:00,0.44,0.19,0.125,0.132,0.47,0.217,0.156,0.222
1,0021700222,1610612741,Bulls,CHI,Chicago,240:00,0.61,0.143,0.106,0.091,0.58,0.42,0.125,0.2,1610612766,Hornets,CHA,Charlotte,240:00,0.58,0.42,0.125,0.125,0.61,0.143,0.106,0.136
2,0021700222,1610612766,Hornets,CHA,Charlotte,240:00,0.58,0.42,0.125,0.125,0.61,0.143,0.106,0.136,1610612741,Bulls,CHI,Chicago,240:00,0.61,0.143,0.106,0.091,0.58,0.42,0.125,0.2
1,0021700223,1610612759,Spurs,SAS,San Antonio,240:00,0.532,0.364,0.144,0.267,0.489,0.236,0.096,0.309,1610612760,Thunder,OKC,Oklahoma City,240:00,0.489,0.236,0.096,0.236,0.532,0.364,0.144,0.311
2,0021700223,1610612760,Thunder,OKC,Oklahoma City,240:00,0.489,0.236,0.096,0.236,0.532,0.364,0.144,0.311,1610612759,Spurs,SAS,San Antonio,240:00,0.532,0.364,0.144,0.267,0.489,0.236,0.096,0.309
1,0021700219,1610612762,Jazz,UTA,Utah,240:00,0.57,0.304,0.167,0.233,0.613,0.238,0.128,0.209,1610612751,Nets,BKN,Brooklyn,240:00,0.613,0.238,0.128,0.093,0.57,0.304,0.167,0.233
2,0021700219,1610612751,Nets,BKN,Brooklyn,240:00,0.613,0.238,0.128,0.093,0.57,0.304,0.167,0.233,1610612762,Jazz,UTA,Utah,240:00,0.57,0.304,0.167,0.233,0.613,0.238,0.128,0.209
1,0021700220,1610612746,Clippers,LAC,LA,265:00,0.495,0.136,0.135,0.224,0.528,0.322,0.137,0.173,1610612739,Cavaliers,CLE,Cleveland,265:00,0.528,0.322,0.137,0.154,0.495,0.136,0.135,0.241
2,0021700220,1610612739,Cavaliers,CLE,Cleveland,265:00,0.528,0.322,0.137,0.154,0.495,0.136,0.135,0.241,1610612746,Clippers,LAC,LA,265:00,0.495,0.136,0.135,0.224,0.528,0.322,0.137,0.173
1,0021700217,1610612754,Pacers,IND,Indiana,240:00,0.522,0.236,0.105,0.255,0.495,0.108,0.113,0.278,1610612765,Pistons,DET,Detroit,240:00,0.495,0.108,0.113,0.204,0.522,0.236,0.105,0.314
2,0021700217,1610612765,Pistons,DET,Detroit,240:00,0.495,0.108,0.113,0.204,0.522,0.236,0.105,0.314,1610612754,Pacers,IND,Indiana,240:00,0.522,0.236,0.105,0.255,0.495,0.108,0.113,0.278
1,0021700216,1610612756,Suns,PHX,Phoenix,240:00,0.5,0.202,0.134,0.258,0.594,0.422,0.129,0.265,1610612745,Rockets,HOU,Houston,240:00,0.594,0.422,0.129,0.245,0.5,0.202,0.134,0.355
2,0021700216,1610612745,Rockets,HOU,Houston,240:00,0.594,0.422,0.129,0.245,0.5,0.202,0.134,0.355,1610612756,Suns,PHX,Phoenix,240:00,0.5,0.202,0.134,0.258,0.594,0.422,0.129,0.265
1,0021700215,1610612744,Warriors,GSW,Golden State,240:00,0.463,0.232,0.153,0.127,0.373,0.481,0.145,0.25,1610612738,Celtics,BOS,Boston,240:00,0.373,0.481,0.145,0.125,0.463,0.232,0.153,0.127
2,0021700215,1610612738,Celtics,BOS,Boston,240:00,0.373,0.481,0.145,0.125,0.463,0.232,0.153,0.127,1610612744,Warriors,GSW,Golden State,240:00,0.463,0.232,0.153,0.127,0.373,0.481,0.145,0.25
1,0021700210,1610612759,Spurs,SAS,San Antonio,240:00,0.462,0.19,0.181,0.277,0.5,0.184,0.078,0.32,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.184,0.078,0.22,0.462,0.19,0.181,0.362
2,0021700210,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.184,0.078,0.22,0.462,0.19,0.181,0.362,1610612759,Spurs,SAS,San Antonio,240:00,0.462,0.19,0.181,0.277,0.5,0.184,0.078,0.32
1,0021700208,1610612763,Grizzlies,MEM,Memphis,240:00,0.558,0.256,0.142,0.244,0.576,0.235,0.119,0.227,1610612754,Pacers,IND,Indiana,240:00,0.576,0.235,0.119,0.114,0.558,0.256,0.142,0.267
2,0021700208,1610612754,Pacers,IND,Indiana,240:00,0.576,0.235,0.119,0.114,0.558,0.256,0.142,0.267,1610612763,Grizzlies,MEM,Memphis,240:00,0.558,0.256,0.142,0.244,0.576,0.235,0.119,0.227
1,0021700213,1610612757,Trail Blazers,POR,Portland,240:00,0.517,0.149,0.136,0.2,0.538,0.114,0.165,0.19,1610612753,Magic,ORL,Orlando,240:00,0.538,0.114,0.165,0.167,0.517,0.149,0.136,0.32
2,0021700213,1610612753,Magic,ORL,Orlando,240:00,0.538,0.114,0.165,0.167,0.517,0.149,0.136,0.32,1610612757,Trail Blazers,POR,Portland,240:00,0.517,0.149,0.136,0.2,0.538,0.114,0.165,0.19
1,0021700212,1610612760,Thunder,OKC,Oklahoma City,240:00,0.417,0.514,0.153,0.224,0.42,0.267,0.179,0.235,1610612741,Bulls,CHI,Chicago,240:00,0.42,0.267,0.179,0.118,0.417,0.514,0.153,0.286
2,0021700212,1610612741,Bulls,CHI,Chicago,240:00,0.42,0.267,0.179,0.118,0.417,0.514,0.153,0.286,1610612760,Thunder,OKC,Oklahoma City,240:00,0.417,0.514,0.153,0.224,0.42,0.267,0.179,0.235
1,0021700205,1610612764,Wizards,WAS,Washington,240:00,0.468,0.397,0.13,0.234,0.494,0.244,0.186,0.313,1610612748,Heat,MIA,Miami,240:00,0.494,0.244,0.186,0.25,0.468,0.397,0.13,0.34
2,0021700205,1610612748,Heat,MIA,Miami,240:00,0.494,0.244,0.186,0.25,0.468,0.397,0.13,0.34,1610612764,Wizards,WAS,Washington,240:00,0.468,0.397,0.13,0.234,0.494,0.244,0.186,0.313
1,0021700206,1610612762,Jazz,UTA,Utah,240:00,0.538,0.215,0.144,0.2,0.525,0.309,0.121,0.341,1610612752,Knicks,NYK,New York,240:00,0.525,0.309,0.121,0.273,0.538,0.215,0.144,0.244
2,0021700206,1610612752,Knicks,NYK,New York,240:00,0.525,0.309,0.121,0.273,0.538,0.215,0.144,0.244,1610612762,Jazz,UTA,Utah,240:00,0.538,0.215,0.144,0.2,0.525,0.309,0.121,0.341
1,0021700209,1610612749,Bucks,MIL,Milwaukee,240:00,0.538,0.256,0.165,0.262,0.441,0.271,0.187,0.414,1610612765,Pistons,DET,Detroit,240:00,0.441,0.271,0.187,0.293,0.538,0.256,0.165,0.333
2,0021700209,1610612765,Pistons,DET,Detroit,240:00,0.441,0.271,0.187,0.293,0.538,0.256,0.165,0.333,1610612749,Bucks,MIL,Milwaukee,240:00,0.538,0.256,0.165,0.262,0.441,0.271,0.187,0.414
1,0021700204,1610612758,Kings,SAC,Sacramento,240:00,0.386,0.227,0.123,0.18,0.734,0.203,0.198,0.344,1610612737,Hawks,ATL,Atlanta,240:00,0.734,0.203,0.198,0.281,0.386,0.227,0.123,0.23
