,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B
1,0021900744,1610612764,Wizards,WAS,Washington,240:00,9.0,4.0,9.0,44.0,14.0,16.0,11.0,44.0,4,6,24,25,1610612744,Warriors,GSW,Golden State,240:00,14.0,16.0,11.0,44.0,9.0,4.0,9.0,44.0,6,4,25,24
2,0021900744,1610612744,Warriors,GSW,Golden State,240:00,14.0,16.0,11.0,44.0,9.0,4.0,9.0,44.0,6,4,25,24,1610612764,Wizards,WAS,Washington,240:00,9.0,4.0,9.0,44.0,14.0,16.0,11.0,44.0,4,6,24,25
1,0021900745,1610612738,Celtics,BOS,Boston,240:00,23.0,19.0,22.0,66.0,16.0,15.0,8.0,50.0,5,6,22,19,1610612737,Hawks,ATL,Atlanta,240:00,16.0,15.0,8.0,50.0,23.0,19.0,22.0,66.0,6,5,19,22
2,0021900745,1610612737,Hawks,ATL,Atlanta,240:00,16.0,15.0,8.0,50.0,23.0,19.0,22.0,66.0,6,5,19,22,1610612738,Celtics,BOS,Boston,240:00,23.0,19.0,22.0,66.0,16.0,15.0,8.0,50.0,5,6,22,19
1,0021900746,1610612756,Suns,PHX,Phoenix,240:00,15.0,18.0,13.0,42.0,14.0,15.0,17.0,54.0,6,5,21,26,1610612751,Nets,BKN,Brooklyn,240:00,14.0,15.0,17.0,54.0,15.0,18.0,13.0,42.0,5,6,26,21
2,0021900746,1610612751,Nets,BKN,Brooklyn,240:00,14.0,15.0,17.0,54.0,15.0,18.0,13.0,42.0,5,6,26,21,1610612756,Suns,PHX,Phoenix,240:00,15.0,18.0,13.0,42.0,14.0,15.0,17.0,54.0,6,5,21,26
1,0021900747,1610612755,76ers,PHI,Philadelphia,240:00,6.0,15.0,8.0,40.0,22.0,9.0,14.0,48.0,1,1,21,18,1610612748,Heat,MIA,Miami,240:00,22.0,9.0,14.0,48.0,6.0,15.0,8.0,40.0,1,1,18,21
2,0021900747,1610612748,Heat,MIA,Miami,240:00,22.0,9.0,14.0,48.0,6.0,15.0,8.0,40.0,1,1,18,21,1610612755,76ers,PHI,Philadelphia,240:00,6.0,15.0,8.0,40.0,22.0,9.0,14.0,48.0,1,1,21,18
1,0021900748,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,15.0,19.0,68.0,10.0,11.0,6.0,50.0,12,2,18,13,1610612765,Pistons,DET,Detroit,240:00,10.0,11.0,6.0,50.0,16.0,15.0,19.0,68.0,2,12,13,18
2,0021900748,1610612765,Pistons,DET,Detroit,240:00,10.0,11.0,6.0,50.0,16.0,15.0,19.0,68.0,2,12,13,18,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,15.0,19.0,68.0,10.0,11.0,6.0,50.0,12,2,18,13
1,0021900749,1610612758,Kings,SAC,Sacramento,240:00,22.0,7.0,9.0,38.0,16.0,23.0,10.0,48.0,7,6,20,25,1610612750,Timberwolves,MIN,Minnesota,240:00,16.0,23.0,10.0,48.0,22.0,7.0,9.0,38.0,6,7,25,20
2,0021900749,1610612750,Timberwolves,MIN,Minnesota,240:00,16.0,23.0,10.0,48.0,22.0,7.0,9.0,38.0,6,7,25,20,1610612758,Kings,SAC,Sacramento,240:00,22.0,7.0,9.0,38.0,16.0,23.0,10.0,48.0,7,6,20,25
1,0021900750,1610612759,Spurs,SAS,San Antonio,240:00,11.0,8.0,11.0,30.0,3.0,2.0,19.0,50.0,9,2,20,18,1610612746,Clippers,LAC,LA,240:00,3.0,2.0,19.0,50.0,11.0,8.0,11.0,30.0,2,9,18,20
2,0021900750,1610612746,Clippers,LAC,LA,240:00,3.0,2.0,19.0,50.0,11.0,8.0,11.0,30.0,2,9,18,20,1610612759,Spurs,SAS,San Antonio,240:00,11.0,8.0,11.0,30.0,3.0,2.0,19.0,50.0,9,2,20,18
1,0021900751,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,17.0,14.0,40.0,20.0,11.0,33.0,60.0,6,7,17,19,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,11.0,33.0,60.0,25.0,17.0,14.0,40.0,7,6,19,17
2,0021900751,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,11.0,33.0,60.0,25.0,17.0,14.0,40.0,7,6,19,17,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,17.0,14.0,40.0,20.0,11.0,33.0,60.0,6,7,17,19
1,0021900752,1610612745,Rockets,HOU,Houston,240:00,20.0,14.0,10.0,46.0,5.0,22.0,10.0,50.0,5,2,19,18,1610612766,Hornets,CHA,Charlotte,240:00,5.0,22.0,10.0,50.0,20.0,14.0,10.0,46.0,2,5,18,19
2,0021900752,1610612766,Hornets,CHA,Charlotte,240:00,5.0,22.0,10.0,50.0,20.0,14.0,10.0,46.0,2,5,18,19,1610612745,Rockets,HOU,Houston,240:00,20.0,14.0,10.0,46.0,5.0,22.0,10.0,50.0,5,2,19,18
1,0021900753,1610612757,Trail Blazers,POR,Portland,240:00,14.0,9.0,3.0,48.0,9.0,20.0,12.0,52.0,6,7,22,22,1610612743,Nuggets,DEN,Denver,240:00,9.0,20.0,12.0,52.0,14.0,9.0,3.0,48.0,7,6,22,22
2,0021900753,1610612743,Nuggets,DEN,Denver,240:00,9.0,20.0,12.0,52.0,14.0,9.0,3.0,48.0,7,6,22,22,1610612757,Trail Blazers,POR,Portland,240:00,14.0,9.0,3.0,48.0,9.0,20.0,12.0,52.0,6,7,22,22
1,0021900754,1610612759,Spurs,SAS,San Antonio,240:00,5.0,9.0,6.0,50.0,12.0,23.0,24.0,62.0,2,4,16,15,1610612747,Lakers,LAL,Los Angeles,240:00,12.0,23.0,24.0,62.0,5.0,9.0,6.0,50.0,4,2,15,16
2,0021900754,1610612747,Lakers,LAL,Los Angeles,240:00,12.0,23.0,24.0,62.0,5.0,9.0,6.0,50.0,4,2,15,16,1610612759,Spurs,SAS,San Antonio,240:00,5.0,9.0,6.0,50.0,12.0,23.0,24.0,62.0,2,4,16,15
1,0021900755,1610612756,Suns,PHX,Phoenix,240:00,6.0,8.0,11.0,52.0,19.0,17.0,10.0,66.0,5,2,21,15,1610612765,Pistons,DET,Detroit,240:00,19.0,17.0,10.0,66.0,6.0,8.0,11.0,52.0,2,5,15,21
2,0021900755,1610612765,Pistons,DET,Detroit,240:00,19.0,17.0,10.0,66.0,6.0,8.0,11.0,52.0,2,5,15,21,1610612756,Suns,PHX,Phoenix,240:00,6.0,8.0,11.0,52.0,19.0,17.0,10.0,66.0,5,2,21,15
1,0021900756,1610612753,Magic,ORL,Orlando,240:00,6.0,12.0,18.0,34.0,17.0,10.0,6.0,50.0,6,6,13,19,1610612738,Celtics,BOS,Boston,240:00,17.0,10.0,6.0,50.0,6.0,12.0,18.0,34.0,6,6,19,13
2,0021900756,1610612738,Celtics,BOS,Boston,240:00,17.0,10.0,6.0,50.0,6.0,12.0,18.0,34.0,6,6,19,13,1610612753,Magic,ORL,Orlando,240:00,6.0,12.0,18.0,34.0,17.0,10.0,6.0,50.0,6,6,13,19
1,0021900757,1610612744,Warriors,GSW,Golden State,240:00,14.0,7.0,8.0,38.0,8.0,17.0,16.0,68.0,7,1,14,15,1610612751,Nets,BKN,Brooklyn,240:00,8.0,17.0,16.0,68.0,14.0,7.0,8.0,38.0,1,7,15,14
2,0021900757,1610612751,Nets,BKN,Brooklyn,240:00,8.0,17.0,16.0,68.0,14.0,7.0,8.0,38.0,1,7,15,14,1610612744,Warriors,GSW,Golden State,240:00,14.0,7.0,8.0,38.0,8.0,17.0,16.0,68.0,7,1,14,15
1,0021900758,1610612761,Raptors,TOR,Toronto,240:00,27.0,9.0,31.0,56.0,11.0,10.0,7.0,34.0,0,5,17,18,1610612754,Pacers,IND,Indiana,240:00,11.0,10.0,7.0,34.0,27.0,9.0,31.0,56.0,5,0,18,17
2,0021900758,1610612754,Pacers,IND,Indiana,240:00,11.0,10.0,7.0,34.0,27.0,9.0,31.0,56.0,5,0,18,17,1610612761,Raptors,TOR,Toronto,240:00,27.0,9.0,31.0,56.0,11.0,10.0,7.0,34.0,0,5,17,18
1,0021900759,1610612750,Timberwolves,MIN,Minnesota,240:00,26.0,9.0,14.0,66.0,23.0,8.0,7.0,56.0,7,4,21,22,1610612737,Hawks,ATL,Atlanta,240:00,23.0,8.0,7.0,56.0,26.0,9.0,14.0,66.0,4,7,22,21
2,0021900759,1610612737,Hawks,ATL,Atlanta,240:00,23.0,8.0,7.0,56.0,26.0,9.0,14.0,66.0,4,7,22,21,1610612750,Timberwolves,MIN,Minnesota,240:00,26.0,9.0,14.0,66.0,23.0,8.0,7.0,56.0,7,4,21,22
1,0021900760,1610612760,Thunder,OKC,Oklahoma City,240:00,26.0,6.0,9.0,42.0,13.0,11.0,15.0,44.0,6,2,15,24,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,11.0,15.0,44.0,26.0,6.0,9.0,42.0,2,6,24,15
2,0021900760,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,11.0,15.0,44.0,26.0,6.0,9.0,42.0,2,6,24,15,1610612760,Thunder,OKC,Oklahoma City,240:00,26.0,6.0,9.0,42.0,13.0,11.0,15.0,44.0,6,2,15,24
1,0021900761,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,15.0,22.0,60.0,18.0,8.0,10.0,26.0,4,6,24,18,1610612742,Mavericks,DAL,Dallas,240:00,18.0,8.0,10.0,26.0,10.0,15.0,22.0,60.0,6,4,18,24
2,0021900761,1610612742,Mavericks,DAL,Dallas,240:00,18.0,8.0,10.0,26.0,10.0,15.0,22.0,60.0,6,4,18,24,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,15.0,22.0,60.0,18.0,8.0,10.0,26.0,4,6,24,18
1,0021900762,1610612762,Jazz,UTA,Utah,240:00,15.0,11.0,18.0,38.0,15.0,16.0,13.0,46.0,1,5,16,17,1610612743,Nuggets,DEN,Denver,240:00,15.0,16.0,13.0,46.0,15.0,11.0,18.0,38.0,5,1,17,16
2,0021900762,1610612743,Nuggets,DEN,Denver,240:00,15.0,16.0,13.0,46.0,15.0,11.0,18.0,38.0,5,1,17,16,1610612762,Jazz,UTA,Utah,240:00,15.0,11.0,18.0,38.0,15.0,16.0,13.0,46.0,1,5,16,17
1,0021900763,1610612748,Heat,MIA,Miami,240:00,19.0,18.0,14.0,42.0,20.0,5.0,7.0,36.0,2,5,16,21,1610612746,Clippers,LAC,LA,240:00,20.0,5.0,7.0,36.0,19.0,18.0,14.0,42.0,5,2,21,16
2,0021900763,1610612746,Clippers,LAC,LA,240:00,20.0,5.0,7.0,36.0,19.0,18.0,14.0,42.0,5,2,21,16,1610612748,Heat,MIA,Miami,240:00,19.0,18.0,14.0,42.0,20.0,5.0,7.0,36.0,2,5,16,21
1,0021900764,1610612753,Magic,ORL,Orlando,240:00,22.0,13.0,9.0,42.0,17.0,14.0,8.0,62.0,9,5,20,23,1610612752,Knicks,NYK,New York,240:00,17.0,14.0,8.0,62.0,22.0,13.0,9.0,42.0,5,9,23,20
2,0021900764,1610612752,Knicks,NYK,New York,240:00,17.0,14.0,8.0,62.0,22.0,13.0,9.0,42.0,5,9,23,20,1610612753,Magic,ORL,Orlando,240:00,22.0,13.0,9.0,42.0,17.0,14.0,8.0,62.0,9,5,20,23
1,0021900765,1610612740,Pelicans,NOP,New Orleans,240:00,19.0,21.0,20.0,62.0,27.0,12.0,15.0,62.0,7,1,20,16,1610612741,Bulls,CHI,Chicago,240:00,27.0,12.0,15.0,62.0,19.0,21.0,20.0,62.0,1,7,16,20
2,0021900765,1610612741,Bulls,CHI,Chicago,240:00,27.0,12.0,15.0,62.0,19.0,21.0,20.0,62.0,1,7,16,20,1610612740,Pelicans,NOP,New Orleans,240:00,19.0,21.0,20.0,62.0,27.0,12.0,15.0,62.0,7,1,20,16
1,0021900766,1610612755,76ers,PHI,Philadelphia,240:00,16.0,13.0,17.0,30.0,13.0,13.0,13.0,48.0,4,8,14,18,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,13.0,13.0,48.0,16.0,13.0,17.0,30.0,8,4,18,14
2,0021900766,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,13.0,13.0,48.0,16.0,13.0,17.0,30.0,8,4,18,14,1610612755,76ers,PHI,Philadelphia,240:00,16.0,13.0,17.0,30.0,13.0,13.0,13.0,48.0,4,8,14,18
1,0021900767,1610612759,Spurs,SAS,San Antonio,240:00,10.0,9.0,13.0,44.0,9.0,15.0,13.0,48.0,3,6,10,19,1610612757,Trail Blazers,POR,Portland,240:00,9.0,15.0,13.0,48.0,10.0,9.0,13.0,44.0,6,3,19,10
2,0021900767,1610612757,Trail Blazers,POR,Portland,240:00,9.0,15.0,13.0,48.0,10.0,9.0,13.0,44.0,6,3,19,10,1610612759,Spurs,SAS,San Antonio,240:00,10.0,9.0,13.0,44.0,9.0,15.0,13.0,48.0,3,6,10,19
1,0021900768,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,11.0,18.0,62.0,13.0,6.0,26.0,40.0,4,4,18,22,1610612745,Rockets,HOU,Houston,240:00,13.0,6.0,26.0,40.0,20.0,11.0,18.0,62.0,4,4,22,18
2,0021900768,1610612745,Rockets,HOU,Houston,240:00,13.0,6.0,26.0,40.0,20.0,11.0,18.0,62.0,4,4,22,18,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,11.0,18.0,62.0,13.0,6.0,26.0,40.0,4,4,18,22
1,0021900769,1610612755,76ers,PHI,Philadelphia,240:00,13.0,8.0,18.0,50.0,25.0,10.0,24.0,60.0,11,6,25,15,1610612763,Grizzlies,MEM,Memphis,240:00,25.0,10.0,24.0,60.0,13.0,8.0,18.0,50.0,6,11,15,25
2,0021900769,1610612763,Grizzlies,MEM,Memphis,240:00,25.0,10.0,24.0,60.0,13.0,8.0,18.0,50.0,6,11,15,25,1610612755,76ers,PHI,Philadelphia,240:00,13.0,8.0,18.0,50.0,25.0,10.0,24.0,60.0,11,6,25,15
1,0021900770,1610612764,Wizards,WAS,Washington,240:00,23.0,7.0,24.0,42.0,14.0,22.0,11.0,46.0,4,2,19,21,1610612742,Mavericks,DAL,Dallas,240:00,14.0,22.0,11.0,46.0,23.0,7.0,24.0,42.0,2,4,21,19
2,0021900770,1610612742,Mavericks,DAL,Dallas,240:00,14.0,22.0,11.0,46.0,23.0,7.0,24.0,42.0,2,4,21,19,1610612764,Wizards,WAS,Washington,240:00,23.0,7.0,24.0,42.0,14.0,22.0,11.0,46.0,4,2,19,21
1,0021900771,1610612738,Celtics,BOS,Boston,240:00,20.0,11.0,7.0,34.0,14.0,15.0,14.0,38.0,8,8,18,21,1610612737,Hawks,ATL,Atlanta,240:00,14.0,15.0,14.0,38.0,20.0,11.0,7.0,34.0,8,8,21,18
2,0021900771,1610612737,Hawks,ATL,Atlanta,240:00,14.0,15.0,14.0,38.0,20.0,11.0,7.0,34.0,8,8,21,18,1610612738,Celtics,BOS,Boston,240:00,20.0,11.0,7.0,34.0,14.0,15.0,14.0,38.0,8,8,18,21
1,0021900772,1610612761,Raptors,TOR,Toronto,240:00,18.0,6.0,27.0,44.0,15.0,13.0,6.0,54.0,3,5,22,18,1610612754,Pacers,IND,Indiana,240:00,15.0,13.0,6.0,54.0,18.0,6.0,27.0,44.0,5,3,18,22
2,0021900772,1610612754,Pacers,IND,Indiana,240:00,15.0,13.0,6.0,54.0,18.0,6.0,27.0,44.0,5,3,18,22,1610612761,Raptors,TOR,Toronto,240:00,18.0,6.0,27.0,44.0,15.0,13.0,6.0,54.0,3,5,22,18
1,0021900773,1610612760,Thunder,OKC,Oklahoma City,240:00,16.0,22.0,2.0,50.0,10.0,21.0,0.0,48.0,6,1,23,23,1610612765,Pistons,DET,Detroit,240:00,10.0,21.0,0.0,48.0,16.0,22.0,2.0,50.0,1,6,23,23
2,0021900773,1610612765,Pistons,DET,Detroit,240:00,10.0,21.0,0.0,48.0,16.0,22.0,2.0,50.0,1,6,23,23,1610612760,Thunder,OKC,Oklahoma City,240:00,16.0,22.0,2.0,50.0,10.0,21.0,0.0,48.0,6,1,23,23
1,0021900774,1610612756,Suns,PHX,Phoenix,240:00,22.0,11.0,22.0,50.0,19.0,11.0,9.0,36.0,9,5,15,21,1610612745,Rockets,HOU,Houston,240:00,19.0,11.0,9.0,36.0,22.0,11.0,22.0,50.0,5,9,21,15
2,0021900774,1610612745,Rockets,HOU,Houston,240:00,19.0,11.0,9.0,36.0,22.0,11.0,22.0,50.0,5,9,21,15,1610612756,Suns,PHX,Phoenix,240:00,22.0,11.0,22.0,50.0,19.0,11.0,9.0,36.0,9,5,15,21
1,0021900775,1610612758,Kings,SAC,Sacramento,240:00,31.0,9.0,5.0,40.0,11.0,17.0,15.0,44.0,3,5,24,16,1610612748,Heat,MIA,Miami,240:00,11.0,17.0,15.0,44.0,31.0,9.0,5.0,40.0,5,3,16,24
2,0021900775,1610612748,Heat,MIA,Miami,240:00,11.0,17.0,15.0,44.0,31.0,9.0,5.0,40.0,5,3,16,24,1610612758,Kings,SAC,Sacramento,240:00,31.0,9.0,5.0,40.0,11.0,17.0,15.0,44.0,3,5,24,16
1,0021900776,1610612762,Jazz,UTA,Utah,240:00,9.0,14.0,20.0,66.0,17.0,12.0,8.0,40.0,2,4,19,18,1610612757,Trail Blazers,POR,Portland,240:00,17.0,12.0,8.0,40.0,9.0,14.0,20.0,66.0,4,2,18,19
2,0021900776,1610612757,Trail Blazers,POR,Portland,240:00,17.0,12.0,8.0,40.0,9.0,14.0,20.0,66.0,4,2,18,19,1610612762,Jazz,UTA,Utah,240:00,9.0,14.0,20.0,66.0,17.0,12.0,8.0,40.0,2,4,19,18
1,0021900777,1610612753,Magic,ORL,Orlando,240:00,13.0,7.0,0.0,38.0,8.0,2.0,10.0,44.0,6,5,15,11,1610612749,Bucks,MIL,Milwaukee,240:00,8.0,2.0,10.0,44.0,13.0,7.0,0.0,38.0,5,6,11,15
2,0021900777,1610612749,Bucks,MIL,Milwaukee,240:00,8.0,2.0,10.0,44.0,13.0,7.0,0.0,38.0,5,6,11,15,1610612753,Magic,ORL,Orlando,240:00,13.0,7.0,0.0,38.0,8.0,2.0,10.0,44.0,6,5,15,11
1,0021900778,1610612742,Mavericks,DAL,Dallas,240:00,12.0,14.0,9.0,46.0,19.0,15.0,16.0,42.0,6,4,18,13,1610612766,Hornets,CHA,Charlotte,240:00,19.0,15.0,16.0,42.0,12.0,14.0,9.0,46.0,4,6,13,18
2,0021900778,1610612766,Hornets,CHA,Charlotte,240:00,19.0,15.0,16.0,42.0,12.0,14.0,9.0,46.0,4,6,13,18,1610612742,Mavericks,DAL,Dallas,240:00,12.0,14.0,9.0,46.0,19.0,15.0,16.0,42.0,6,4,18,13
1,0021900779,1610612752,Knicks,NYK,New York,240:00,13.0,17.0,5.0,50.0,16.0,2.0,6.0,42.0,6,7,21,19,1610612765,Pistons,DET,Detroit,240:00,16.0,2.0,6.0,42.0,13.0,17.0,5.0,50.0,7,6,19,21
2,0021900779,1610612765,Pistons,DET,Detroit,240:00,16.0,2.0,6.0,42.0,13.0,17.0,5.0,50.0,7,6,19,21,1610612752,Knicks,NYK,New York,240:00,13.0,17.0,5.0,50.0,16.0,2.0,6.0,42.0,6,7,21,19
1,0021900780,1610612740,Pelicans,NOP,New Orleans,240:00,9.0,11.0,13.0,46.0,18.0,8.0,18.0,50.0,2,9,24,25,1610612754,Pacers,IND,Indiana,240:00,18.0,8.0,18.0,50.0,9.0,11.0,13.0,46.0,9,2,25,24
2,0021900780,1610612754,Pacers,IND,Indiana,240:00,18.0,8.0,18.0,50.0,9.0,11.0,13.0,46.0,9,2,25,24,1610612740,Pelicans,NOP,New Orleans,240:00,9.0,11.0,13.0,46.0,18.0,8.0,18.0,50.0,2,9,24,25
1,0021900781,1610612761,Raptors,TOR,Toronto,240:00,6.0,17.0,25.0,52.0,9.0,13.0,8.0,42.0,5,5,22,16,1610612751,Nets,BKN,Brooklyn,240:00,9.0,13.0,8.0,42.0,6.0,17.0,25.0,52.0,5,5,16,22
2,0021900781,1610612751,Nets,BKN,Brooklyn,240:00,9.0,13.0,8.0,42.0,6.0,17.0,25.0,52.0,5,5,16,22,1610612761,Raptors,TOR,Toronto,240:00,6.0,17.0,25.0,52.0,9.0,13.0,8.0,42.0,5,5,22,16
1,0021900782,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,11.0,6.0,46.0,15.0,9.0,4.0,56.0,3,5,21,17,1610612746,Clippers,LAC,LA,240:00,15.0,9.0,4.0,56.0,15.0,11.0,6.0,46.0,5,3,17,21
2,0021900782,1610612746,Clippers,LAC,LA,240:00,15.0,9.0,4.0,56.0,15.0,11.0,6.0,46.0,5,3,17,21,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,11.0,6.0,46.0,15.0,9.0,4.0,56.0,3,5,21,17
1,0021900783,1610612747,Lakers,LAL,Los Angeles,240:00,19.0,22.0,16.0,52.0,27.0,11.0,26.0,60.0,2,6,22,27,1610612744,Warriors,GSW,Golden State,240:00,27.0,11.0,26.0,60.0,19.0,22.0,16.0,52.0,6,2,27,22
2,0021900783,1610612744,Warriors,GSW,Golden State,240:00,27.0,11.0,26.0,60.0,19.0,22.0,16.0,52.0,6,2,27,22,1610612747,Lakers,LAL,Los Angeles,240:00,19.0,22.0,16.0,52.0,27.0,11.0,26.0,60.0,2,6,22,27
1,0021900784,1610612756,Suns,PHX,Phoenix,240:00,18.0,11.0,10.0,50.0,18.0,7.0,17.0,54.0,4,7,18,22,1610612743,Nuggets,DEN,Denver,240:00,18.0,7.0,17.0,54.0,18.0,11.0,10.0,50.0,7,4,22,18
2,0021900784,1610612743,Nuggets,DEN,Denver,240:00,18.0,7.0,17.0,54.0,18.0,11.0,10.0,50.0,7,4,22,18,1610612756,Suns,PHX,Phoenix,240:00,18.0,11.0,10.0,50.0,18.0,7.0,17.0,54.0,4,7,18,22
1,0021900785,1610612759,Spurs,SAS,San Antonio,240:00,10.0,8.0,11.0,48.0,18.0,14.0,11.0,48.0,4,2,22,16,1610612758,Kings,SAC,Sacramento,240:00,18.0,14.0,11.0,48.0,10.0,8.0,11.0,48.0,2,4,16,22
2,0021900785,1610612758,Kings,SAC,Sacramento,240:00,18.0,14.0,11.0,48.0,10.0,8.0,11.0,48.0,2,4,16,22,1610612759,Spurs,SAS,San Antonio,240:00,10.0,8.0,11.0,48.0,18.0,14.0,11.0,48.0,4,2,22,16
1,0021900786,1610612760,Thunder,OKC,Oklahoma City,240:00,7.0,12.0,5.0,40.0,21.0,10.0,12.0,34.0,3,2,21,24,1610612738,Celtics,BOS,Boston,240:00,21.0,10.0,12.0,34.0,7.0,12.0,5.0,40.0,2,3,24,21
2,0021900786,1610612738,Celtics,BOS,Boston,240:00,21.0,10.0,12.0,34.0,7.0,12.0,5.0,40.0,2,3,24,21,1610612760,Thunder,OKC,Oklahoma City,240:00,7.0,12.0,5.0,40.0,21.0,10.0,12.0,34.0,3,2,21,24
1,0021900787,1610612752,Knicks,NYK,New York,290:00,9.0,25.0,11.0,62.0,28.0,17.0,16.0,60.0,6,8,29,24,1610612737,Hawks,ATL,Atlanta,290:00,28.0,17.0,16.0,60.0,9.0,25.0,11.0,62.0,8,6,24,29
2,0021900787,1610612737,Hawks,ATL,Atlanta,290:00,28.0,17.0,16.0,60.0,9.0,25.0,11.0,62.0,8,6,24,29,1610612752,Knicks,NYK,New York,290:00,9.0,25.0,11.0,62.0,28.0,17.0,16.0,60.0,6,8,29,24
1,0021900788,1610612755,76ers,PHI,Philadelphia,240:00,21.0,18.0,16.0,52.0,20.0,21.0,18.0,54.0,6,3,18,24,1610612741,Bulls,CHI,Chicago,240:00,20.0,21.0,18.0,54.0,21.0,18.0,16.0,52.0,3,6,24,18
2,0021900788,1610612741,Bulls,CHI,Chicago,240:00,20.0,21.0,18.0,54.0,21.0,18.0,16.0,52.0,3,6,24,18,1610612755,76ers,PHI,Philadelphia,240:00,21.0,18.0,16.0,52.0,20.0,21.0,18.0,54.0,6,3,18,24
1,0021900789,1610612764,Wizards,WAS,Washington,240:00,18.0,12.0,17.0,48.0,10.0,20.0,14.0,62.0,4,4,22,23,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,20.0,14.0,62.0,18.0,12.0,17.0,48.0,4,4,23,22
2,0021900789,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,20.0,14.0,62.0,18.0,12.0,17.0,48.0,4,4,23,22,1610612764,Wizards,WAS,Washington,240:00,18.0,12.0,17.0,48.0,10.0,20.0,14.0,62.0,4,4,22,23
1,0021900790,1610612762,Jazz,UTA,Utah,240:00,12.0,16.0,3.0,48.0,21.0,2.0,12.0,54.0,4,5,14,19,1610612745,Rockets,HOU,Houston,240:00,21.0,2.0,12.0,54.0,12.0,16.0,3.0,48.0,5,4,19,14
2,0021900790,1610612745,Rockets,HOU,Houston,240:00,21.0,2.0,12.0,54.0,12.0,16.0,3.0,48.0,5,4,19,14,1610612762,Jazz,UTA,Utah,240:00,12.0,16.0,3.0,48.0,21.0,2.0,12.0,54.0,4,5,14,19
1,0021900791,1610612746,Clippers,LAC,LA,240:00,24.0,15.0,25.0,64.0,13.0,11.0,4.0,50.0,6,1,21,17,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,11.0,4.0,50.0,24.0,15.0,25.0,64.0,1,6,17,21
2,0021900791,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,11.0,4.0,50.0,24.0,15.0,25.0,64.0,1,6,17,21,1610612746,Clippers,LAC,LA,240:00,24.0,15.0,25.0,64.0,13.0,11.0,4.0,50.0,6,1,21,17
1,0021900792,1610612757,Trail Blazers,POR,Portland,240:00,19.0,2.0,18.0,28.0,14.0,15.0,20.0,34.0,6,5,22,22,1610612748,Heat,MIA,Miami,240:00,14.0,15.0,20.0,34.0,19.0,2.0,18.0,28.0,5,6,22,22
2,0021900792,1610612748,Heat,MIA,Miami,240:00,14.0,15.0,20.0,34.0,19.0,2.0,18.0,28.0,5,6,22,22,1610612757,Trail Blazers,POR,Portland,240:00,19.0,2.0,18.0,28.0,14.0,15.0,20.0,34.0,6,5,22,22
1,0021900793,1610612765,Pistons,DET,Detroit,240:00,10.0,18.0,3.0,36.0,24.0,18.0,7.0,38.0,5,3,18,15,1610612766,Hornets,CHA,Charlotte,240:00,24.0,18.0,7.0,38.0,10.0,18.0,3.0,36.0,3,5,15,18
2,0021900793,1610612766,Hornets,CHA,Charlotte,240:00,24.0,18.0,7.0,38.0,10.0,18.0,3.0,36.0,3,5,15,18,1610612765,Pistons,DET,Detroit,240:00,10.0,18.0,3.0,36.0,24.0,18.0,7.0,38.0,5,3,18,15
1,0021900794,1610612754,Pacers,IND,Indiana,240:00,16.0,6.0,13.0,58.0,4.0,15.0,11.0,38.0,3,7,21,15,1610612751,Nets,BKN,Brooklyn,240:00,4.0,15.0,11.0,38.0,16.0,6.0,13.0,58.0,7,3,15,21
